10. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И УРОВНЮ ОБРАЗОВАНИЯ												
												
												
	Численность населения соответ-ствующей националь-ности	в том числе имеют образование								Не имеют начального общего образования	из них негра-мотные	Не указавшие уровень образования
		профессиональное					общее					
		послевузов-ское	высшее	неполное высшее	среднее	начальное	среднее (полное)	основное	начальное			
												
Все население в возрасте 15 лет и более												
60-64	1988.0	6.0	315.0	22.0	456.0	290.0	429.0	195.0	258.0	17.0	11.0	-
65-69	1509.0	1.0	223.0	23.0	262.0	191.0	301.0	171.0	303.0	34.0	22.0	-
70 и более	2037.0	1.0	172.0	8.0	207.0	176.0	272.0	301.0	796.0	104.0	65.0	-
Возраст не указан	2.0	-	-	-	1.0	-	-	-	-	-	-	1.0
Коми-пермяки	29386.0	11.0	952.0	132.0	5157.0	9939.0	3270.0	5710.0	3908.0	303.0	208.0	4.0
в том числе в возрасте, лет:												
15-17	1744.0	-	-	-	15.0	81.0	103.0	1241.0	284.0	19.0	18.0	1.0
18-19	774.0	-	-	1.0	123.0	193.0	141.0	262.0	42.0	11.0	8.0	1.0
20-24	2019.0	-	33.0	14.0	421.0	633.0	258.0	534.0	110.0	16.0	13.0	-
25-29	2326.0	1.0	50.0	10.0	422.0	807.0	368.0	568.0	79.0	21.0	20.0	-
30-34	2647.0	2.0	53.0	19.0	612.0	965.0	515.0	421.0	39.0	21.0	15.0	-
35-39	3457.0	2.0	114.0	20.0	806.0	1291.0	720.0	429.0	57.0	18.0	17.0	-
40-44	4276.0	1.0	189.0	17.0	1008.0	1812.0	584.0	549.0	97.0	18.0	15.0	1.0
45-49	3715.0	-	145.0	11.0	731.0	1808.0	300.0	543.0	159.0	18.0	16.0	-
50-54	2758.0	2.0	170.0	12.0	520.0	1296.0	160.0	409.0	175.0	14.0	12.0	-
55-59	1071.0	-	73.0	5.0	168.0	389.0	49.0	197.0	183.0	7.0	6.0	-
60-64	1591.0	2.0	67.0	9.0	153.0	346.0	34.0	262.0	694.0	24.0	17.0	-
65-69	1226.0	-	20.0	5.0	85.0	180.0	21.0	136.0	750.0	29.0	17.0	-
70 и более	1782.0	1.0	38.0	9.0	93.0	138.0	17.0	159.0	1239.0	87.0	34.0	1.0
Возраст не указан	1.0	-	-	-	-	-	1.0	-	-	-	-	-
Балкарцы	20760.0	62.0	3351.0	969.0	4102.0	1982.0	5485.0	2703.0	1891.0	215.0	136.0	-
в том числе в возрасте, лет:												
15-17	1581.0	-	-	-	13.0	14.0	386.0	1075.0	89.0	4.0	2.0	-
18-19	1004.0	-	-	129.0	54.0	23.0	711.0	82.0	2.0	3.0	2.0	-
20-24	2293.0	2.0	308.0	483.0	406.0	146.0	771.0	159.0	15.0	3.0	3.0	-
25-29	1960.0	6.0	473.0	117.0	358.0	201.0	625.0	162.0	10.0	8.0	8.0	-
30-34	2172.0	5.0	441.0	74.0	532.0	297.0	646.0	152.0	20.0	5.0	5.0	-
35-39	2436.0	10.0	482.0	61.0	703.0	328.0	664.0	162.0	20.0	6.0	6.0	-
40-44	2567.0	9.0	514.0	44.0	783.0	333.0	678.0	172.0	31.0	3.0	3.0	-
45-49	1833.0	12.0	398.0	23.0	537.0	242.0	437.0	151.0	28.0	5.0	5.0	-
50-54	1003.0	6.0	262.0	15.0	276.0	125.0	210.0	87.0	20.0	2.0	-	-
55-59	328.0	2.0	80.0	9.0	64.0	41.0	62.0	43.0	23.0	4.0	3.0	-
60-64	800.0	5.0	185.0	6.0	139.0	81.0	114.0	101.0	158.0	11.0	6.0	-
65-69	911.0	5.0	92.0	4.0	117.0	66.0	89.0	130.0	377.0	31.0	19.0	-
70 и более	1872.0	-	116.0	4.0	120.0	85.0	92.0	227.0	1098.0	130.0	74.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Карелы	16313.0	4.0	584.0	116.0	2812.0	5104.0	1922.0	2849.0	2747.0	165.0	97.0	10.0
в том числе в возрасте, лет:												
15-17	717.0	-	-	-	3.0	10.0	68.0	507.0	123.0	5.0	5.0	1.0
18-19	296.0	-	-	2.0	30.0	72.0	80.0	88.0	19.0	5.0	3.0	-
20-24	1020.0	-	29.0	17.0	189.0	265.0	193.0	259.0	55.0	13.0	11.0	-
25-29	1033.0	-	43.0	9.0	183.0	312.0	193.0	253.0	34.0	6.0	6.0	-
30-34	948.0	2.0	41.0	9.0	228.0	357.0	161.0	130.0	13.0	6.0	6.0	1.0
35-39	1524.0	-	58.0	12.0	379.0	629.0	274.0	141.0	27.0	4.0	4.0	-
40-44	2238.0	-	81.0	17.0	536.0	969.0	384.0	200.0	35.0	13.0	13.0	3.0
45-49	2323.0	-	101.0	16.0	510.0	1072.0	265.0	263.0	82.0	13.0	9.0	1.0
50-54	1643.0	-	84.0	16.0	353.0	698.0	153.0	237.0	95.0	7.0	5.0	-
55-59	590.0	-	41.0	4.0	90.0	202.0	38.0	112.0	96.0	6.0	4.0	1.0
60-64	918.0	-	36.0	5.0	110.0	192.0	35.0	191.0	340.0	8.0	3.0	1.0
65-69	1130.0	1.0	33.0	3.0	94.0	170.0	38.0	184.0	587.0	20.0	7.0	-
70 и более	1933.0	1.0	37.0	6.0	107.0	156.0	40.0	284.0	1241.0	59.0	21.0	2.0
Возраст не указан	1.0	-	-	-	-	-	-	-	1.0	-	-	-
Хакасы	15034.0	12.0	1126.0	182.0	2361.0	2921.0	3135.0	3418.0	1683.0	196.0	124.0	-
в том числе в возрасте, лет:												
15-17	1525.0	-	-	-	3.0	11.0	123.0	1082.0	292.0	14.0	13.0	-
18-19	610.0	-	-	3.0	47.0	91.0	229.0	198.0	32.0	10.0	8.0	-
20-24	1507.0	2.0	69.0	31.0	204.0	290.0	443.0	391.0	62.0	15.0	12.0	-
25-29	1426.0	-	88.0	25.0	188.0	314.0	448.0	320.0	35.0	8.0	6.0	-
30-34	1309.0	1.0	88.0	21.0	284.0	327.0	338.0	213.0	28.0	9.0	6.0	-
35-39	1601.0	1.0	153.0	23.0	369.0	405.0	453.0	170.0	16.0	11.0	11.0	-
40-44	1872.0	-	188.0	20.0	415.0	487.0	503.0	211.0	40.0	8.0	6.0	-
45-49	1538.0	2.0	157.0	23.0	320.0	416.0	308.0	248.0	58.0	6.0	4.0	-
50-54	1144.0	2.0	141.0	11.0	240.0	279.0	164.0	229.0	73.0	5.0	4.0	-
55-59	450.0	2.0	64.0	10.0	79.0	109.0	39.0	78.0	66.0	3.0	-	-
60-64	765.0	1.0	91.0	7.0	111.0	109.0	46.0	117.0	274.0	9.0	9.0	-
65-69	570.0	-	47.0	5.0	52.0	58.0	25.0	76.0	282.0	25.0	12.0	-
70 и более	717.0	1.0	40.0	3.0	49.0	25.0	16.0	85.0	425.0	73.0	33.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Алтайцы	17753.0	5.0	965.0	198.0	3067.0	3461.0	4022.0	3944.0	1871.0	217.0	132.0	3.0
в том числе в возрасте, лет:												
15-17	1676.0	-	-	-	5.0	19.0	127.0	1160.0	339.0	26.0	20.0	-
18-19	577.0	-	-	3.0	47.0	67.0	213.0	193.0	47.0	6.0	3.0	1.0
20-24	2012.0	-	76.0	54.0	290.0	305.0	667.0	503.0	105.0	12.0	9.0	-
25-29	2008.0	-	114.0	34.0	272.0	382.0	648.0	471.0	78.0	9.0	7.0	-
30-34	1796.0	1.0	71.0	23.0	373.0	434.0	614.0	245.0	27.0	8.0	6.0	-
35-39	2065.0	2.0	102.0	25.0	535.0	491.0	578.0	272.0	51.0	8.0	3.0	1.0
40-44	2416.0	-	143.0	15.0	577.0	623.0	607.0	363.0	78.0	10.0	9.0	-
45-49	1870.0	1.0	138.0	16.0	425.0	562.0	332.0	306.0	78.0	12.0	9.0	-
50-54	1103.0	-	125.0	16.0	260.0	299.0	147.0	182.0	70.0	4.0	3.0	-
55-59	402.0	-	52.0	6.0	94.0	78.0	40.0	59.0	70.0	3.0	2.0	-
60-64	605.0	-	76.0	3.0	81.0	117.0	29.0	91.0	193.0	15.0	9.0	-
65-69	553.0	1.0	45.0	2.0	54.0	57.0	10.0	53.0	296.0	34.0	14.0	1.0
70 и более	670.0	-	23.0	1.0	54.0	27.0	10.0	46.0	439.0	70.0	38.0	-
Возраст не указан	1.0	-	-	-	-	-	1.0	-	-	-	-	-
Черкесы	14360.0	41.0	1706.0	423.0	3187.0	2219.0	3953.0	1721.0	1010.0	99.0	82.0	1.0
в том числе в возрасте, лет:												
15-17	1078.0	-	-	-	9.0	8.0	254.0	726.0	81.0	-	-	-
18-19	664.0	-	-	63.0	68.0	47.0	434.0	48.0	2.0	2.0	2.0	-
20-24	1485.0	1.0	183.0	195.0	273.0	190.0	563.0	69.0	8.0	3.0	3.0	-
25-29	1460.0	7.0	247.0	52.0	338.0	241.0	476.0	83.0	9.0	7.0	7.0	-
30-34	1470.0	7.0	174.0	35.0	419.0	328.0	408.0	87.0	10.0	2.0	2.0	-
35-39	1489.0	5.0	183.0	22.0	458.0	302.0	439.0	58.0	14.0	8.0	8.0	-
40-44	1727.0	5.0	205.0	16.0	550.0	368.0	488.0	76.0	15.0	4.0	4.0	-
45-49	1231.0	5.0	176.0	14.0	367.0	251.0	322.0	75.0	17.0	4.0	4.0	-
50-54	848.0	5.0	186.0	11.0	234.0	156.0	183.0	48.0	21.0	4.0	4.0	-
55-59	434.0	3.0	88.0	4.0	118.0	67.0	94.0	41.0	19.0	-	-	-
60-64	886.0	1.0	128.0	3.0	174.0	138.0	133.0	148.0	157.0	3.0	2.0	1.0
65-69	752.0	1.0	74.0	6.0	99.0	74.0	94.0	131.0	265.0	8.0	8.0	-
70 и более	836.0	1.0	62.0	2.0	80.0	49.0	65.0	131.0	392.0	54.0	38.0	-
Возраст не указан	2.0	-	1.0	-	1.0	-	-	-	-	-	-	-
Ненцы	9733.0	1.0	86.0	38.0	718.0	521.0	1499.0	3876.0	2418.0	555.0	493.0	21.0
в том числе в возрасте, лет:												
15-17	1234.0	-	-	-	2.0	6.0	20.0	635.0	534.0	35.0	26.0	2.0
18-19	563.0	-	-	1.0	15.0	18.0	75.0	232.0	206.0	16.0	15.0	-
20-24	1307.0	-	7.0	6.0	71.0	50.0	150.0	630.0	370.0	23.0	12.0	-
25-29	1107.0	-	12.0	4.0	57.0	38.0	167.0	621.0	200.0	7.0	6.0	1.0
30-34	1055.0	-	15.0	8.0	103.0	88.0	279.0	459.0	91.0	11.0	6.0	1.0
35-39	1086.0	-	10.0	5.0	139.0	94.0	323.0	401.0	101.0	12.0	10.0	1.0
40-44	1047.0	-	19.0	5.0	120.0	81.0	292.0	377.0	134.0	18.0	14.0	1.0
45-49	732.0	-	9.0	2.0	89.0	72.0	119.0	271.0	158.0	11.0	7.0	1.0
50-54	507.0	-	6.0	2.0	63.0	44.0	47.0	152.0	167.0	25.0	24.0	1.0
55-59	283.0	-	4.0	3.0	24.0	21.0	17.0	44.0	128.0	41.0	37.0	1.0
60-64	277.0	-	2.0	2.0	22.0	7.0	7.0	29.0	132.0	72.0	71.0	4.0
65-69	203.0	1.0	2.0	-	6.0	-	2.0	10.0	102.0	80.0	70.0	-
70 и более	332.0	-	-	-	7.0	2.0	1.0	15.0	95.0	204.0	195.0	8.0
Возраст не указан	17.0	-	1.0	-	-	-	4.0	7.0	2.0	3.0	3.0	-
Эвенки	8656.0	-	250.0	85.0	1111.0	931.0	2270.0	2838.0	1046.0	118.0	73.0	7.0
в том числе в возрасте, лет:												
15-17	1045.0	-	-	-	3.0	10.0	93.0	711.0	218.0	10.0	5.0	-
18-19	442.0	-	-	3.0	16.0	31.0	161.0	162.0	58.0	11.0	10.0	-
20-24	1047.0	-	10.0	17.0	110.0	111.0	304.0	362.0	114.0	17.0	9.0	2.0
25-29	979.0	-	23.0	11.0	96.0	125.0	307.0	354.0	55.0	6.0	5.0	2.0
30-34	944.0	-	23.0	7.0	152.0	147.0	335.0	248.0	26.0	6.0	5.0	-
35-39	1005.0	-	39.0	14.0	215.0	152.0	351.0	199.0	32.0	3.0	2.0	-
40-44	967.0	-	40.0	14.0	179.0	129.0	344.0	218.0	40.0	2.0	1.0	1.0
45-49	745.0	-	23.0	5.0	124.0	101.0	200.0	224.0	67.0	1.0	1.0	-
50-54	466.0	-	23.0	4.0	87.0	55.0	101.0	153.0	39.0	4.0	1.0	-
55-59	288.0	-	25.0	4.0	57.0	29.0	42.0	74.0	50.0	7.0	4.0	-
60-64	281.0	-	17.0	5.0	36.0	19.0	21.0	75.0	96.0	11.0	7.0	1.0
65-69	224.0	-	17.0	-	19.0	14.0	7.0	33.0	115.0	19.0	11.0	-
70 и более	223.0	-	10.0	1.0	17.0	8.0	4.0	25.0	136.0	21.0	12.0	1.0
Возраст не указан	3.0	-	-	-	-	1.0	-	-	-	-	-	2.0
Ханты	5668.0	1.0	78.0	34.0	729.0	564.0	960.0	2005.0	1091.0	195.0	137.0	11.0
в том числе в возрасте, лет:												
15-17	714.0	-	-	-	1.0	2.0	36.0	441.0	225.0	8.0	6.0	1.0
18-19	287.0	-	-	-	18.0	12.0	78.0	116.0	56.0	6.0	4.0	1.0
20-24	740.0	-	6.0	8.0	47.0	61.0	149.0	301.0	154.0	12.0	8.0	2.0
25-29	681.0	-	13.0	5.0	73.0	50.0	120.0	300.0	105.0	15.0	9.0	-
30-34	632.0	-	6.0	2.0	89.0	87.0	143.0	235.0	54.0	15.0	7.0	1.0
35-39	727.0	-	16.0	4.0	169.0	99.0	166.0	198.0	57.0	17.0	10.0	1.0
40-44	650.0	-	11.0	6.0	120.0	109.0	160.0	177.0	57.0	8.0	6.0	2.0
45-49	460.0	-	9.0	3.0	101.0	76.0	64.0	129.0	74.0	3.0	1.0	1.0
50-54	252.0	-	3.0	1.0	50.0	38.0	27.0	65.0	56.0	11.0	6.0	1.0
55-59	148.0	-	5.0	1.0	24.0	16.0	11.0	18.0	60.0	13.0	10.0	-
60-64	151.0	1.0	3.0	1.0	20.0	7.0	4.0	16.0	77.0	22.0	17.0	-
65-69	105.0	-	4.0	2.0	11.0	7.0	1.0	4.0	53.0	23.0	18.0	-
70 и более	121.0	-	2.0	1.0	6.0	-	1.0	5.0	63.0	42.0	35.0	1.0
Возраст не указан	14.0	-	-	-	-	-	-	2.0	1.0	-	-	11.0
Чукчи	3905.0	-	60.0	26.0	414.0	493.0	945.0	1458.0	398.0	98.0	68.0	13.0
в том числе в возрасте, лет:												
15-17	474.0	-	-	-	3.0	10.0	18.0	323.0	114.0	4.0	1.0	2.0
18-19	213.0	-	-	-	10.0	22.0	56.0	97.0	22.0	5.0	3.0	1.0
20-24	475.0	-	4.0	1.0	30.0	61.0	94.0	226.0	53.0	6.0	3.0	-
25-29	458.0	-	2.0	2.0	34.0	57.0	87.0	251.0	16.0	7.0	5.0	2.0
30-34	435.0	-	11.0	4.0	52.0	85.0	135.0	133.0	9.0	4.0	3.0	2.0
35-39	525.0	-	13.0	6.0	95.0	86.0	195.0	121.0	6.0	3.0	3.0	-
40-44	513.0	-	9.0	8.0	80.0	83.0	221.0	99.0	6.0	4.0	4.0	3.0
45-49	288.0	-	7.0	3.0	44.0	43.0	82.0	93.0	14.0	2.0	1.0	-
50-54	183.0	-	8.0	-	23.0	30.0	38.0	58.0	23.0	3.0	3.0	-
55-59	110.0	-	4.0	2.0	16.0	9.0	12.0	30.0	31.0	5.0	3.0	1.0
60-64	105.0	-	1.0	-	18.0	5.0	3.0	17.0	46.0	15.0	8.0	-
65-69	78.0	-	1.0	-	5.0	2.0	4.0	9.0	37.0	19.0	14.0	1.0
70 и более	48.0	-	-	-	4.0	-	-	1.0	21.0	21.0	17.0	1.0
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Манси	1690.0	2.0	26.0	11.0	253.0	233.0	308.0	601.0	231.0	24.0	20.0	1.0
в том числе в возрасте, лет:												
15-17	213.0	-	-	-	-	6.0	14.0	151.0	39.0	2.0	1.0	1.0
18-19	81.0	-	-	1.0	3.0	9.0	28.0	30.0	10.0	-	-	-
20-24	193.0	-	-	4.0	24.0	18.0	51.0	73.0	20.0	3.0	2.0	-
25-29	175.0	-	7.0	1.0	13.0	15.0	44.0	78.0	15.0	2.0	2.0	-
30-34	187.0	1.0	6.0	4.0	39.0	32.0	35.0	62.0	7.0	1.0	1.0	-
35-39	222.0	-	2.0	-	54.0	42.0	50.0	63.0	10.0	1.0	1.0	-
40-44	215.0	-	2.0	-	46.0	40.0	49.0	58.0	18.0	2.0	2.0	-
45-49	149.0	-	1.0	-	35.0	33.0	21.0	34.0	23.0	2.0	2.0	-
50-54	91.0	-	4.0	-	19.0	27.0	7.0	20.0	14.0	-	-	-
55-59	31.0	1.0	-	-	5.0	2.0	3.0	11.0	8.0	1.0	1.0	-
60-64	54.0	-	2.0	-	10.0	4.0	3.0	10.0	20.0	5.0	4.0	-
65-69	41.0	-	-	1.0	5.0	3.0	1.0	7.0	22.0	2.0	1.0	-
70 и более	38.0	-	2.0	-	-	2.0	2.0	4.0	25.0	3.0	3.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Коряки	2096.0	-	31.0	14.0	326.0	206.0	452.0	764.0	280.0	23.0	18.0	-
в том числе в возрасте, лет:												
15-17	242.0	-	-	-	-	1.0	13.0	148.0	80.0	-	-	-
18-19	114.0	-	-	-	6.0	3.0	15.0	64.0	26.0	-	-	-
20-24	234.0	-	1.0	1.0	28.0	15.0	52.0	99.0	34.0	4.0	3.0	-
25-29	218.0	-	1.0	-	32.0	13.0	44.0	114.0	14.0	-	-	-
30-34	248.0	-	1.0	1.0	57.0	32.0	59.0	92.0	5.0	1.0	1.0	-
35-39	275.0	-	9.0	4.0	64.0	38.0	92.0	62.0	4.0	2.0	2.0	-
40-44	289.0	-	6.0	5.0	67.0	42.0	100.0	57.0	10.0	2.0	2.0	-
45-49	192.0	-	9.0	1.0	34.0	39.0	52.0	46.0	10.0	1.0	1.0	-
50-54	97.0	-	2.0	-	18.0	12.0	17.0	41.0	7.0	-	-	-
55-59	60.0	-	1.0	1.0	10.0	2.0	5.0	25.0	16.0	-	-	-
60-64	40.0	-	1.0	-	4.0	2.0	2.0	10.0	17.0	4.0	2.0	-
65-69	40.0	-	-	-	1.0	6.0	-	4.0	26.0	3.0	2.0	-
70 и более	47.0	-	-	1.0	5.0	1.0	1.0	2.0	31.0	6.0	5.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Долганы	1757.0	-	26.0	14.0	193.0	163.0	462.0	573.0	296.0	30.0	21.0	-
в том числе в возрасте, лет:												
15-17	213.0	-	-	-	-	-	6.0	137.0	67.0	3.0	2.0	-
18-19	85.0	-	-	1.0	1.0	1.0	21.0	38.0	20.0	3.0	3.0	-
20-24	230.0	-	2.0	1.0	11.0	17.0	45.0	104.0	50.0	-	-	-
25-29	210.0	-	4.0	2.0	7.0	9.0	78.0	91.0	17.0	2.0	1.0	-
30-34	205.0	-	1.0	3.0	26.0	20.0	97.0	49.0	9.0	-	-	-
35-39	204.0	-	4.0	2.0	42.0	33.0	74.0	37.0	12.0	-	-	-
40-44	180.0	-	3.0	-	27.0	30.0	69.0	44.0	6.0	1.0	1.0	-
45-49	149.0	-	3.0	2.0	32.0	26.0	49.0	29.0	8.0	-	-	-
50-54	76.0	-	1.0	1.0	13.0	15.0	13.0	20.0	12.0	1.0	1.0	-
55-59	72.0	-	2.0	1.0	14.0	8.0	6.0	15.0	24.0	2.0	2.0	-
60-64	56.0	-	3.0	1.0	11.0	2.0	3.0	5.0	28.0	3.0	2.0	-
65-69	52.0	-	2.0	-	7.0	-	1.0	3.0	29.0	10.0	5.0	-
70 и более	25.0	-	1.0	-	2.0	2.0	-	1.0	14.0	5.0	4.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Женщины в возрасте 15 лет и более												
Русские	11829365.0	8291.0	920082.0	160470.0	2957052.0	1453531.0	1739197.0	2201451.0	2041072.0	341432.0	180436.0	6787.0
в том числе в возрасте, лет:												
15-17	672076.0	-	-	76.0	3880.0	8785.0	98871.0	480455.0	75125.0	3354.0	2474.0	1530.0
18-19	362921.0	-	18.0	12560.0	54140.0	43952.0	166104.0	76183.0	7435.0	2273.0	1717.0	256.0
20-24	866008.0	491.0	57501.0	50211.0	259295.0	146512.0	198161.0	133369.0	14943.0	5146.0	4019.0	379.0
25-29	822665.0	928.0	87423.0	19485.0	274657.0	149971.0	163236.0	112277.0	9737.0	4594.0	3658.0	357.0
30-34	775387.0	827.0	96067.0	14167.0	321350.0	143267.0	127892.0	61307.0	6367.0	3805.0	3127.0	338.0
35-39	858814.0	937.0	114539.0	12002.0	359609.0	158730.0	150238.0	52220.0	6202.0	3995.0	3317.0	342.0
40-44	1089369.0	1129.0	136571.0	11840.0	437979.0	209323.0	206536.0	71624.0	9393.0	4521.0	3696.0	453.0
45-49	1026952.0	1048.0	120678.0	8837.0	386601.0	196086.0	185468.0	106880.0	16660.0	4276.0	3348.0	418.0
50-54	888040.0	812.0	100590.0	7143.0	311079.0	142281.0	151953.0	141663.0	28121.0	4038.0	3088.0	360.0
55-59	482698.0	505.0	59630.0	4461.0	127115.0	58177.0	68444.0	109352.0	51794.0	3001.0	2051.0	219.0
60-64	978577.0	652.0	58878.0	4396.0	163131.0	77377.0	109150.0	308480.0	245067.0	11107.0	5935.0	339.0
65-69	848125.0	483.0	39778.0	3653.0	113738.0	50526.0	53768.0	207962.0	347405.0	30449.0	14591.0	363.0
70 и более	2157733.0	479.0	48409.0	11639.0	144478.0	68544.0	59376.0	339679.0	1222823.0	260873.0	129415.0	1433.0
Возраст не указан	1530.0	1.0	95.0	24.0	288.0	124.0	228.0	196.0	211.0	49.0	28.0	314.0
Татары	748418.0	333.0	54938.0	9695.0	165981.0	89493.0	120020.0	149283.0	131831.0	26733.0	19308.0	111.0
в том числе в возрасте, лет:												
15-17	40687.0	-	-	1.0	213.0	462.0	5409.0	30745.0	3693.0	149.0	116.0	15.0
18-19	17707.0	-	1.0	736.0	3219.0	2433.0	8491.0	2537.0	191.0	97.0	74.0	2.0
20-24	45867.0	32.0	3793.0	3059.0	15805.0	8521.0	9779.0	4244.0	382.0	244.0	193.0	8.0
25-29	49608.0	45.0	6255.0	1414.0	17431.0	10004.0	10003.0	3878.0	345.0	229.0	204.0	4.0
30-34	54616.0	41.0	6674.0	906.0	22508.0	10661.0	10280.0	2909.0	348.0	278.0	247.0	11.0
35-39	66931.0	51.0	7969.0	780.0	26146.0	13204.0	14640.0	3392.0	395.0	348.0	315.0	6.0
40-44	75896.0	39.0	8847.0	659.0	27316.0	14960.0	17941.0	5163.0	589.0	375.0	338.0	7.0
45-49	63400.0	41.0	7057.0	450.0	19934.0	11560.0	14955.0	8032.0	1065.0	302.0	252.0	4.0
50-54	49633.0	37.0	5092.0	328.0	13197.0	6912.0	10680.0	11150.0	1970.0	259.0	203.0	8.0
55-59	28073.0	18.0	2811.0	257.0	5007.0	2540.0	4426.0	9069.0	3723.0	216.0	162.0	6.0
60-64	62753.0	12.0	2551.0	231.0	5720.0	3351.0	6376.0	25327.0	18211.0	967.0	634.0	7.0
65-69	57727.0	8.0	1686.0	194.0	3710.0	2073.0	3373.0	17945.0	26150.0	2581.0	1744.0	7.0
70 и более	135520.0	9.0	2202.0	680.0	5775.0	2812.0	3667.0	24892.0	74769.0	20688.0	14826.0	26.0
Возраст не указан	92.0	1.0	10.0	-	14.0	9.0	6.0	17.0	15.0	3.0	3.0	17.0
Украинцы	346940.0	327.0	27990.0	4122.0	90933.0	43997.0	52552.0	58542.0	58805.0	9499.0	4549.0	173.0
в том числе в возрасте, лет:												
15-17	7677.0	-	-	-	44.0	86.0	1189.0	5411.0	870.0	49.0	42.0	28.0
18-19	4327.0	-	-	139.0	590.0	497.0	2045.0	936.0	88.0	25.0	22.0	7.0
20-24	13395.0	9.0	798.0	671.0	3610.0	2251.0	3403.0	2340.0	242.0	66.0	53.0	5.0
25-29	19352.0	21.0	1753.0	462.0	6402.0	3576.0	4257.0	2625.0	197.0	54.0	42.0	5.0
30-34	24592.0	33.0	2786.0	468.0	10529.0	4506.0	4183.0	1848.0	153.0	75.0	59.0	11.0
35-39	29887.0	37.0	3811.0	487.0	12908.0	5331.0	5378.0	1672.0	194.0	58.0	45.0	11.0
40-44	36212.0	36.0	4518.0	477.0	14423.0	6868.0	7252.0	2288.0	262.0	77.0	61.0	11.0
45-49	32463.0	49.0	3752.0	320.0	12314.0	6134.0	6309.0	3121.0	390.0	62.0	40.0	12.0
50-54	31651.0	39.0	3323.0	304.0	10837.0	5078.0	6121.0	4957.0	917.0	65.0	39.0	10.0
55-59	21143.0	24.0	2137.0	215.0	5002.0	2523.0	3576.0	5295.0	2265.0	95.0	53.0	11.0
60-64	35194.0	40.0	2315.0	171.0	6037.0	3052.0	4464.0	10487.0	8224.0	394.0	168.0	10.0
65-69	27525.0	17.0	1343.0	126.0	3743.0	1793.0	2087.0	6555.0	10630.0	1223.0	584.0	8.0
70 и более	63522.0	22.0	1454.0	282.0	4494.0	2302.0	2288.0	11007.0	34373.0	7256.0	3341.0	44.0
Возраст не указан	41.0	-	1.0	-	14.0	5.0	4.0	5.0	3.0	-	-	9.0
Башкиры	357734.0	147.0	23344.0	4521.0	74798.0	61672.0	50846.0	67447.0	63281.0	11656.0	8375.0	22.0
в том числе в возрасте, лет:												
15-17	22587.0	-	-	-	149.0	333.0	2670.0	16913.0	2442.0	78.0	64.0	2.0
18-19	10014.0	-	-	237.0	1750.0	2041.0	4296.0	1544.0	89.0	57.0	50.0	-
20-24	25630.0	10.0	1579.0	1530.0	7948.0	6641.0	5179.0	2411.0	201.0	128.0	114.0	3.0
25-29	25481.0	21.0	2770.0	654.0	8294.0	6887.0	4475.0	2064.0	193.0	119.0	101.0	4.0
30-34	28605.0	17.0	3088.0	534.0	10852.0	7948.0	4468.0	1420.0	160.0	117.0	95.0	1.0
35-39	35106.0	18.0	3680.0	398.0	12842.0	10011.0	6277.0	1546.0	190.0	144.0	125.0	-
40-44	38347.0	24.0	3900.0	300.0	12374.0	10892.0	7781.0	2602.0	335.0	139.0	115.0	-
45-49	29323.0	20.0	2881.0	179.0	8333.0	7542.0	5880.0	3835.0	533.0	118.0	99.0	2.0
50-54	21798.0	12.0	2326.0	146.0	5161.0	4125.0	3868.0	4958.0	1094.0	106.0	77.0	2.0
55-59	11311.0	6.0	1000.0	105.0	1872.0	1338.0	1348.0	3745.0	1829.0	67.0	43.0	1.0
60-64	26068.0	7.0	912.0	88.0	1956.0	1625.0	1979.0	9686.0	9388.0	426.0	243.0	1.0
65-69	26187.0	4.0	536.0	65.0	1385.0	1022.0	1235.0	7422.0	13303.0	1214.0	779.0	1.0
70 и более	57277.0	8.0	672.0	285.0	1882.0	1267.0	1390.0	9301.0	33524.0	8943.0	6470.0	5.0
Возраст не указан	49.0	-	4.0	1.0	11.0	6.0	3.0	3.0	12.0	1.0	1.0	8.0
Чуваши	351331.0	106.0	21925.0	3587.0	69312.0	51456.0	51846.0	73473.0	69149.0	10428.0	6027.0	49.0
в том числе в возрасте, лет:												
15-17	17085.0	-	-	-	56.0	236.0	2453.0	12716.0	1552.0	68.0	57.0	4.0
18-19	7551.0	-	-	246.0	1205.0	1451.0	3498.0	1055.0	66.0	29.0	25.0	1.0
20-24	20291.0	8.0	1466.0	1259.0	6261.0	5344.0	3907.0	1756.0	167.0	122.0	104.0	1.0
25-29	23596.0	16.0	2578.0	528.0	7204.0	6572.0	4441.0	1909.0	194.0	151.0	127.0	3.0
30-34	25839.0	21.0	2823.0	338.0	9613.0	6699.0	4558.0	1474.0	176.0	134.0	121.0	3.0
