4. ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ РОССИИ, СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ В СОСТАВЕ ФЕДЕРАЛЬНЫХ ОКРУГОВ, РАЙОНОВ, ГОРОДСКИХ ПОСЕЛЕНИЙ, СЕЛЬСКИХ НАСЕЛЕННЫХ ПУНКТОВ – РАЙОННЫХ ЦЕНТРОВ И СЕЛЬСКИХ НАСЕЛЕННЫХ ПУНКТОВ С НАСЕЛЕНИЕМ 3 ТЫСЯЧИ И БОЛЕЕ ЧЕЛОВЕК					
	Мужчины и женщины	Мужчины	Женщины	В общей численности населения, процентов	
				мужчины	женщины
    Городское население - г. Новопавловск (рц)	23235.0	10785.0	12450.0	46.4	53.6
    Сельское население	44082.0	20601.0	23481.0	46.7	53.3
      ст-ца Зольская	8709.0	4089.0	4620.0	47.0	53.0
      п. Комсомолец	3088.0	1399.0	1689.0	45.3	54.7
      ст-ца Марьинская	8905.0	4111.0	4794.0	46.2	53.8
      ст-ца Советская	7747.0	3664.0	4083.0	47.3	52.7
      ст-ца Старопавловская	3027.0	1455.0	1572.0	48.1	51.9
      прочие сельские населенные пункты	12606.0	5883.0	6723.0	46.7	53.3
  Кочубеевский район - сельское население	81609.0	40685.0	40924.0	49.9	50.1
      с. Кочубеевское (рц)	27988.0	14700.0	13288.0	52.5	47.5
      с. Балахоновское	4300.0	2219.0	2081.0	51.6	48.4
      ст-ца Барсуковская	5431.0	2675.0	2756.0	49.3	50.7
      с. Заветное	3863.0	1764.0	2099.0	45.7	54.3
      с. Ивановское	6879.0	3225.0	3654.0	46.9	53.1
      с. Казьминское	5971.0	2801.0	3170.0	46.9	53.1
      прочие сельские населенные пункты	27177.0	13301.0	13876.0	48.9	51.1
  Красногвардейский район - сельское население	42008.0	19561.0	22447.0	46.6	53.4
      с. Красногвардейское (рц)	15884.0	7381.0	8503.0	46.5	53.5
      с. Дмитриевское	3381.0	1626.0	1755.0	48.1	51.9
      с. Ладовская Балка	5027.0	2284.0	2743.0	45.4	54.6
      с. Преградное	3606.0	1669.0	1937.0	46.3	53.7
      с. Привольное	3491.0	1596.0	1895.0	45.7	54.3
      прочие сельские населенные пункты	10619.0	5005.0	5614.0	47.1	52.9
  Курский район - сельское население	52100.0	25445.0	26655.0	48.8	51.2
      ст-ца Курская (рц)	11824.0	5473.0	6351.0	46.3	53.7
      ст-ца Галюгаевская	3255.0	1508.0	1747.0	46.3	53.7
      с. Русское	4427.0	2127.0	2300.0	48.0	52.0
      с. Эдиссия	5673.0	2736.0	2937.0	48.2	51.8
      прочие сельские населенные пункты	26921.0	13601.0	13320.0	50.5	49.5
  Левокумский район - сельское население	44167.0	21140.0	23027.0	47.9	52.1
      с. Левокумское (рц)	11176.0	5157.0	6019.0	46.1	53.9
      с. Величаевское	5740.0	2796.0	2944.0	48.7	51.3
      с. Правокумское	5027.0	2417.0	2610.0	48.1	51.9
      с. Урожайное	4141.0	2021.0	2120.0	48.8	51.2
      прочие сельские населенные пункты	18083.0	8749.0	9334.0	48.4	51.6
  Минераловодский район - сельское население	46626.0	21994.0	24632.0	47.2	52.8
      с. Гражданское	3042.0	1418.0	1624.0	46.6	53.4
      с. Канглы	3432.0	1602.0	1830.0	46.7	53.3
      с. Нагутское	3090.0	1452.0	1638.0	47.0	53.0
      п. Первомайский	3298.0	1545.0	1753.0	46.8	53.2
      прочие сельские населенные пункты	33764.0	15977.0	17787.0	47.3	52.7
  Нефтекумский район	70902.0	34885.0	36017.0	49.2	50.8
    Городское население	35092.0	17426.0	17666.0	49.7	50.3
      г. Нефтекумск (рц)	27395.0	13801.0	13594.0	50.4	49.6
      пгт Затеречный	7697.0	3625.0	4072.0	47.1	52.9
    Сельское население	35810.0	17459.0	18351.0	48.8	51.2
      с. Ачикулак	6916.0	3296.0	3620.0	47.7	52.3
      с. Кара-Тюбе	3300.0	1611.0	1689.0	48.8	51.2
      с. Каясула	4894.0	2368.0	2526.0	48.4	51.6
      прочие сельские населенные пункты	20700.0	10184.0	10516.0	49.2	50.8
  Новоалександровский район	67065.0	31199.0	35866.0	46.5	53.5
    Городское население - г. Новоалександровск (рц)	27315.0	12347.0	14968.0	45.2	54.8
    Сельское население	39750.0	18852.0	20898.0	47.4	52.6
      ст-ца Григорополисская	9146.0	4351.0	4795.0	47.6	52.4
      ст-ца Расшеватская	5586.0	2620.0	2966.0	46.9	53.1
      п. Темижбекский	3744.0	1752.0	1992.0	46.8	53.2
      прочие сельские населенные пункты	21274.0	10129.0	11145.0	47.6	52.4
  Новоселицкий район - сельское население	26613.0	12690.0	13923.0	47.7	52.3
      с. Новоселицкое (рц)	8569.0	4032.0	4537.0	47.1	52.9
      с. Чернолесское	5291.0	2537.0	2754.0	47.9	52.1
      прочие сельские населенные пункты	12753.0	6121.0	6632.0	48.0	52.0
  Петровский район	82449.0	38060.0	44389.0	46.2	53.8
    Городское население - г. Светлоград (рц)	39370.0	17990.0	21380.0	45.7	54.3
    Сельское население	43079.0	20070.0	23009.0	46.6	53.4
      с. Благодатное	5138.0	2402.0	2736.0	46.7	53.3
      с. Высоцкое	3024.0	1389.0	1635.0	45.9	54.1
      с. Гофицкое	5396.0	2536.0	2860.0	47.0	53.0
      с. Константиновское	5713.0	2644.0	3069.0	46.3	53.7
      с. Сухая Буйвола	3463.0	1590.0	1873.0	45.9	54.1
      прочие сельские населенные пункты	20345.0	9509.0	10836.0	46.7	53.3
  Предгорный район - сельское население	104391.0	49135.0	55256.0	47.1	52.9
      ст-ца Ессентукская (рц)	19604.0	9165.0	10439.0	46.8	53.2
      ст-ца Бекешевская	3733.0	1754.0	1979.0	47.0	53.0
      ст-ца Боргустанская	4175.0	1916.0	2259.0	45.9	54.1
      с. Винсады	8791.0	4063.0	4728.0	46.2	53.8
      п. Нежинский	3921.0	1824.0	2097.0	46.5	53.5
      с. Новоблагодарное	3090.0	1489.0	1601.0	48.2	51.8
      п. Подкумок	3637.0	1665.0	1972.0	45.8	54.2
      п. Пятигорский	4909.0	2270.0	2639.0	46.2	53.8
      ст-ца Суворовская	16956.0	8087.0	8869.0	47.7	52.3
      с. Этока	3096.0	1548.0	1548.0	50.0	50.0
      с. Юца	8548.0	4078.0	4470.0	47.7	52.3
      п. Ясная Поляна	4975.0	2287.0	2688.0	46.0	54.0
      прочие сельские населенные пункты	18956.0	8989.0	9967.0	47.4	52.6
  Советский район	72762.0	34205.0	38557.0	47.0	53.0
    Городское население - г. Зеленокумск (рц)	40340.0	18894.0	21446.0	46.8	53.2
    Сельское население	32422.0	15311.0	17111.0	47.2	52.8
      с. Нины	4808.0	2247.0	2561.0	46.7	53.3
      с. Отказное	4018.0	1902.0	2116.0	47.3	52.7
      с. Солдато-Александровское	10864.0	5030.0	5834.0	46.3	53.7
      прочие сельские населенные пункты	12732.0	6132.0	6600.0	48.2	51.8
  Степновский район - сельское население	23315.0	11193.0	12122.0	48.0	52.0
      с. Степное (рц)	5951.0	2823.0	3128.0	47.4	52.6
      с. Иргаклы	3926.0	1908.0	2018.0	48.6	51.4
      с. Соломенское	3041.0	1457.0	1584.0	47.9	52.1
      прочие сельские населенные пункты	10397.0	5005.0	5392.0	48.1	51.9
  Труновский район - сельское население	35403.0	16752.0	18651.0	47.3	52.7
      с. Донское (рц)	15196.0	7091.0	8105.0	46.7	53.3
      с. Безопасное	7049.0	3392.0	3657.0	48.1	51.9
      с. Труновское	6345.0	3014.0	3331.0	47.5	52.5
      прочие сельские населенные пункты	6813.0	3255.0	3558.0	47.8	52.2
  Туркменский район - сельское население	28045.0	13412.0	14633.0	47.8	52.2
      с. Летняя Ставка (рц)	4881.0	2301.0	2580.0	47.1	52.9
      прочие сельские населенные пункты	23164.0	11111.0	12053.0	48.0	52.0
  Шпаковский район	108717.0	52066.0	56651.0	47.9	52.1
    Городское население - г. Михайловск (рц)	58153.0	27694.0	30459.0	47.6	52.4
    Сельское население	50564.0	24372.0	26192.0	48.2	51.8
      с. Верхнерусское	4301.0	2061.0	2240.0	47.9	52.1
      х. Дёмино	4364.0	2087.0	2277.0	47.8	52.2
      с. Надежда	8277.0	4011.0	4266.0	48.5	51.5
      с. Пелагиада	6750.0	3198.0	3552.0	47.4	52.6
      с. Татарка	5955.0	2843.0	3112.0	47.7	52.3
      прочие сельские населенные пункты	20917.0	10172.0	10745.0	48.6	51.4
Астраханская область	1005276.0	472785.0	532491.0	47.0	53.0
    Городское население	680441.0	316264.0	364177.0	46.5	53.5
    Сельское население	324835.0	156521.0	168314.0	48.2	51.8
  г. Астрахань	504501.0	231453.0	273048.0	45.9	54.1
          городские районы  					
        Кировский	107822.0	48354.0	59468.0	44.8	55.2
        Ленинский	143170.0	65058.0	78112.0	45.4	54.6
        Советский	147837.0	68841.0	78996.0	46.6	53.4
        Трусовский	105672.0	49200.0	56472.0	46.6	53.4
  г. Ахтубинск с подчиненными его администрации населенными пунктами	45664.0	21178.0	24486.0	46.4	53.6
    Городское население - г. Ахтубинск	45542.0	21128.0	24414.0	46.4	53.6
    Сельское население	122.0	50.0	72.0	41.0	59.0
  г. Знаменск	32068.0	17137.0	14931.0	53.4	46.6
  Ахтубинский район	31963.0	15172.0	16791.0	47.5	52.5
    Городское население	18458.0	8591.0	9867.0	46.5	53.5
      пгт Верхний Баскунчак	8785.0	4067.0	4718.0	46.3	53.7
      пгт Капустин Яр	6506.0	3032.0	3474.0	46.6	53.4
      пгт Нижний Баскунчак	3167.0	1492.0	1675.0	47.1	52.9
    Сельское население	13505.0	6581.0	6924.0	48.7	51.3
  Володарский район	47351.0	22836.0	24515.0	48.2	51.8
    Городское население - пгт Володарский (рц)	9553.0	4520.0	5033.0	47.3	52.7
    Сельское население	37798.0	18316.0	19482.0	48.5	51.5
      с. Марфино	3327.0	1572.0	1755.0	47.2	52.8
      прочие сельские населенные пункты	34471.0	16744.0	17727.0	48.6	51.4
  Енотаевский район - сельское население	27625.0	13289.0	14336.0	48.1	51.9
      с. Енотаевка (рц)	8022.0	3741.0	4281.0	46.6	53.4
      с. Никольское	5305.0	2562.0	2743.0	48.3	51.7
      прочие сельские населенные пункты	14298.0	6986.0	7312.0	48.9	51.1
  Икрянинский район	48418.0	22730.0	25688.0	46.9	53.1
    Городское население	10937.0	5031.0	5906.0	46.0	54.0
      пгт Ильинка	4633.0	2131.0	2502.0	46.0	54.0
      пгт Красные Баррикады	6304.0	2900.0	3404.0	46.0	54.0
    Сельское население	37481.0	17699.0	19782.0	47.2	52.8
      с. Икряное (рц)	9925.0	4665.0	5260.0	47.0	53.0
      с. Оранжереи	4387.0	2001.0	2386.0	45.6	54.4
      прочие сельские населенные пункты	23169.0	11033.0	12136.0	47.6	52.4
  Камызякский район	49837.0	24212.0	25625.0	48.6	51.4
    Городское население	20985.0	10331.0	10654.0	49.2	50.8
      г. Камызяк (рц)	16052.0	7927.0	8125.0	49.4	50.6
      пгт Волго-Каспийский	2674.0	1330.0	1344.0	49.7	50.3
      пгт Кировский	2259.0	1074.0	1185.0	47.5	52.5
    Сельское население	28852.0	13881.0	14971.0	48.1	51.9
  Красноярский район - сельское население	38534.0	18486.0	20048.0	48.0	52.0
      с. Красный Яр (рц)	10926.0	5167.0	5759.0	47.3	52.7
      п. Аксарайский	3338.0	1637.0	1701.0	49.0	51.0
      прочие сельские населенные пункты	24270.0	11682.0	12588.0	48.1	51.9
  Лиманский район	34341.0	16517.0	17824.0	48.1	51.9
    Городское население - пгт Лиман (рц)	8899.0	4140.0	4759.0	46.5	53.5
    Сельское население	25442.0	12377.0	13065.0	48.6	51.4
      с. Зензели	3161.0	1530.0	1631.0	48.4	51.6
      с. Яндыки	3427.0	1638.0	1789.0	47.8	52.2
      прочие сельские населенные пункты	18854.0	9209.0	9645.0	48.8	51.2
  Наримановский район	44077.0	21243.0	22834.0	48.2	51.8
    Городское население - г. Нариманов (рц)	11202.0	5365.0	5837.0	47.9	52.1
    Сельское население	32875.0	15878.0	16997.0	48.3	51.7
      с. Солянка	3188.0	1521.0	1667.0	47.7	52.3
      с. Старокучергановка	5684.0	2679.0	3005.0	47.1	52.9
      прочие сельские населенные пунткы	24003.0	11678.0	12325.0	48.7	51.3
  Приволжский район - сельское население	38649.0	18474.0	20175.0	47.8	52.2
      с. Началово (рц)	4830.0	2277.0	2553.0	47.1	52.9
      с. Яксатово	3391.0	1604.0	1787.0	47.3	52.7
      прочие сельские населенные пункты	30428.0	14593.0	15835.0	48.0	52.0
  Харабалинский район	40955.0	19670.0	21285.0	48.0	52.0
    Городское население - г. Харабали (рц)	18296.0	8568.0	9728.0	46.8	53.2
    Сельское население	22659.0	11102.0	11557.0	49.0	51.0
      с. Сасыколи	4988.0	2417.0	2571.0	48.5	51.5
